customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
898,Reyna,Braizier,F,53,28-08-1977,43,General Manager,Financial Services,Affluent Customer,N,No,16
899,Teodora,Lawling,F,42,05-08-1963,57,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12
900,Clevey,Ivamy,M,48,07-08-1990,30,Associate Professor,Manufacturing,Mass Customer,N,Yes,5
902,Selene,Vasiltsov,F,37,26-07-1989,31,Staff Scientist,Retail,Mass Customer,N,No,18
905,Dorian,Drinkel,F,41,11-02-1978,42,Safety Technician II,Manufacturing,Affluent Customer,N,No,12
906,Cammy,Marcroft,M,73,30-12-1998,21,Financial Analyst,Financial Services,High Net Worth,N,Yes,3
907,Eamon,McWhin,M,51,25-12-1978,41,Sales Associate,Property,High Net Worth,N,Yes,17
910,Lewes,Foulcher,M,50,26-04-1986,34,Biostatistician I,Financial Services,Mass Customer,N,No,14
911,Marcellus,Shawcroft,M,62,13-10-1974,46,Structural Analysis Engineer,Property,Affluent Customer,N,No,3
912,Vince,Dalmon,M,37,19-07-1968,52,Sales Representative,Retail,Mass Customer,N,Yes,19
914,Marc,Egleton,M,73,16-06-1999,21,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2
915,Austina,Orrice,F,17,07-09-1984,36,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7
917,Odo,MacKaig,M,63,06-05-1964,56,VP Product Management,Financial Services,Mass Customer,N,No,19
918,Mahmud,Chiles,M,73,26-02-1975,45,Internal Auditor,Health,High Net Worth,N,No,13
919,Grove,Peltzer,M,48,17-07-1987,33,Registered Nurse,Health,Mass Customer,N,Yes,13
920,Stefano,Thornborrow,M,89,19-01-1976,44,Software Test Engineer IV,Health,Mass Customer,N,Yes,19
921,Gretchen,Seneschal,F,77,19-12-1979,40,Help Desk Technician,Manufacturing,Mass Customer,N,No,7
922,Bekki,Ralston,F,52,10-10-1972,48,Operator,Financial Services,Mass Customer,N,No,19
923,Garrek,Grimwade,M,44,26-06-1977,43,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19
925,Nicko,Pembridge,M,42,07-08-1978,42,Accountant IV,Manufacturing,Affluent Customer,N,No,16
926,Terrel,Matthisson,M,18,14-10-1965,55,Professor,Telecommunications,Affluent Customer,N,No,10
927,Jarret,,M,25,19-02-1966,54,Cost Accountant,Financial Services,Mass Customer,N,Yes,18
929,Kippy,Conerding,M,0,04-09-1965,55,Database Administrator III,Financial Services,Mass Customer,N,Yes,13
930,Evelina,Dinan,F,86,10-11-1971,49,Executive Secretary,Retail,Mass Customer,N,Yes,8
931,Katrina,Sappson,F,59,07-08-1999,21,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1
933,Melany,L'oiseau,F,75,19-05-1996,24,Help Desk Operator,Retail,Mass Customer,N,Yes,5
934,Marcellus,Louisot,M,76,22-01-1996,24,Human Resources Manager,Manufacturing,Mass Customer,N,No,6
936,Raffaello,Godleman,M,64,16-05-1988,32,Speech Pathologist,Health,High Net Worth,N,No,3
937,Nikolos,McKyrrelly,M,65,15-11-1985,35,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15
938,Corabelle,,F,18,06-04-1996,24,Technical Writer,Retail,Mass Customer,N,No,7
939,Cristian,Theodoris,M,53,10-01-1961,59,Product Engineer,Manufacturing,Mass Customer,N,No,6
940,Marnia,Claesens,F,3,16-06-1987,33,Administrative Officer,Manufacturing,Mass Customer,N,No,9
941,Tye,Doohan,M,13,02-02-1995,25,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1
942,Shirley,Brook,F,31,07-02-1974,46,Director of Sales,Financial Services,Mass Customer,N,Yes,14
943,Holly,Gamett,M,94,17-09-1979,41,Legal Assistant,Property,Affluent Customer,N,Yes,15
946,Bettina,Farrer,F,16,17-07-1961,59,Research Associate,Manufacturing,High Net Worth,N,No,12
947,Hyacinth,Naldrett,F,43,10-03-1986,34,Pharmacist,Health,Mass Customer,N,No,10
949,Jarid,Grebner,M,18,07-09-1975,45,Executive Secretary,Health,Mass Customer,N,Yes,3
951,Meryl,Dumbar,M,44,29-09-1999,21,Assistant Media Planner,Entertainment,Mass Customer,N,No,1
952,Marina,Andresen,F,34,13-06-1971,49,VP Sales,Financial Services,Affluent Customer,N,Yes,6
954,Alain,Immins,M,76,28-02-1995,25,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7
955,Teresina,Gibbie,F,78,01-10-1989,31,Research Nurse,Health,Mass Customer,N,Yes,9
956,Ezechiel,Pettecrew,M,19,26-09-1960,60,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9
957,Jamima,Gannan,F,80,20-08-1994,26,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7
958,Kristofor,Saulter,M,15,14-01-1964,56,Biostatistician IV,Health,High Net Worth,N,No,18
960,Lannie,Crumley,M,1,10-10-1968,52,GIS Technical Architect,Health,Mass Customer,N,Yes,12
961,Rosamund,Shelton,F,73,10-08-1986,34,Assistant Manager,Financial Services,Mass Customer,N,No,6
964,Rhetta,Grellier,F,35,24-01-1994,26,Assistant Professor,Financial Services,High Net Worth,N,No,6
965,Meggie,Whitchurch,F,86,18-06-1997,23,Structural Engineer,Retail,High Net Worth,N,Yes,5
966,Krystyna,Linning,F,70,05-11-1978,42,Speech Pathologist,Retail,High Net Worth,N,Yes,5
967,April,Causon,F,44,04-10-1999,21,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1
968,Wayne,Woodfin,M,96,16-06-1955,65,Accountant IV,IT,High Net Worth,N,Yes,16
969,Jo,Mallinar,F,20,19-09-1978,42,Health Coach IV,Health,High Net Worth,N,Yes,18
970,Kellyann,Hawton,F,2,26-06-1980,40,VP Accounting,Financial Services,High Net Worth,N,Yes,14
971,Sarge,Lerohan,M,11,25-10-1988,32,Geologist I,Manufacturing,High Net Worth,N,No,22
972,Dena,Crewdson,F,81,23-07-1981,39,Project Manager,Retail,Mass Customer,N,Yes,10
973,Annabella,Hebron,F,46,02-08-1979,41,Data Coordiator,Health,High Net Worth,N,No,15
976,Andonis,Slimmon,M,10,21-10-1971,49,Graphic Designer,Financial Services,Affluent Customer,N,No,10
979,Kayla,Falkingham,F,42,25-12-1959,60,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12
980,Max,Gronaver,F,19,23-01-1978,42,Registered Nurse,Health,Mass Customer,N,No,8
982,Tibold,Bonwell,M,14,12-02-1960,60,Geologist III,Health,High Net Worth,N,Yes,6
984,Luciano,Weddup,M,89,25-03-1954,66,Programmer I,Manufacturing,Affluent Customer,N,No,16
985,Aryn,O'Halloran,F,29,30-09-1970,50,Help Desk Operator,Retail,High Net Worth,N,No,15
986,Barnard,Stranks,M,3,05-10-1994,26,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8
987,Lars,Keher,M,89,29-08-1974,46,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11
988,Andree,Simonato,F,35,15-01-1981,39,Director of Sales,Manufacturing,High Net Worth,N,No,7
989,Caralie,Morfett,F,43,24-05-1982,38,Project Manager,Financial Services,Mass Customer,N,No,17
990,Melissa,Purple,F,56,13-04-1976,44,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14
991,Lenna,Coales,F,11,29-11-1991,29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10
993,Reine,Semken,F,71,18-02-1977,43,Account Coordinator,Argiculture,High Net Worth,N,No,17
994,Rhetta,Kupker,F,62,14-11-1977,43,Librarian,Entertainment,Affluent Customer,N,Yes,5
995,Urbano,Mews,M,16,12-11-1965,55,Information Systems Manager,Health,Mass Customer,N,Yes,19
997,Ambros,Kernes,M,30,03-07-1981,39,Teacher,Telecommunications,Mass Customer,N,Yes,13
998,Petunia,Dufton,F,66,13-12-1965,54,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5
1000,Paulie,Castelot,F,44,07-08-1978,42,Compensation Analyst,Financial Services,Mass Customer,N,No,11
1001,Finley,Vost,M,63,27-08-1979,41,Recruiter,Retail,Mass Customer,N,No,14
1003,Mariann,O'Geaney,F,35,03-02-1968,52,Paralegal,Financial Services,High Net Worth,N,No,18
1004,Colas,Pumfrett,M,35,09-07-1975,45,Business Systems Development Analyst,IT,High Net Worth,N,No,22
1005,Kalila,Birtwistle,F,94,15-09-1967,53,Design Engineer,IT,High Net Worth,N,Yes,8
1006,Norbert,Gotcher,M,15,10-08-1977,43,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19
1009,Nolie,Orring,F,16,09-05-1957,63,Research Associate,Manufacturing,High Net Worth,N,Yes,13
1010,Leighton,Ebbles,M,24,26-01-1963,57,Nurse,Financial Services,Affluent Customer,N,No,17
1011,Cymbre,Janos,F,42,19-07-1985,35,Occupational Therapist,Health,High Net Worth,N,Yes,10
1013,Corissa,Zienkiewicz,F,53,06-09-1976,44,Physical Therapy Assistant,Retail,High Net Worth,N,No,17
1014,Miller,Faloon,M,60,14-10-1960,60,Senior Developer,Property,Mass Customer,N,Yes,8
1015,Toiboid,Sorrel,M,7,01-04-1955,65,Web Developer I,Health,Mass Customer,N,No,17
1016,Adrian,Prettyjohns,M,0,12-08-1959,61,Legal Assistant,IT,Mass Customer,N,Yes,17
1017,Jacquenette,Pluthero,F,88,09-01-1979,41,Assistant Media Planner,Entertainment,High Net Worth,N,No,16
1018,Matthiew,Ferreras,M,1,27-11-1994,26,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7
1019,Ignazio,Milby,M,42,19-11-1973,47,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14
1021,Elvis,Rixon,M,16,02-10-1977,43,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7
1022,Suzann,Wilks,F,56,04-03-1990,30,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14
1024,Rhodia,D'Onise,F,17,05-06-1992,28,Social Worker,Health,High Net Worth,N,Yes,2
1025,Ario,Jeromson,M,69,30-07-1997,23,Quality Engineer,IT,Mass Customer,N,Yes,5
1027,Rolando,Sherewood,M,33,07-10-1966,54,Statistician I,Financial Services,Affluent Customer,N,No,18
1030,Nariko,Dummigan,F,9,05-05-1962,58,Food Chemist,Health,Mass Customer,N,No,5
1031,Roi,Ogden,M,75,15-09-1983,37,Junior Executive,Manufacturing,Mass Customer,N,No,6
1035,Kara-lynn,Doddridge,F,77,02-11-1976,44,Operator,Retail,Affluent Customer,N,Yes,5
1036,Randene,Ingle,F,6,28-11-1969,51,Paralegal,Financial Services,Mass Customer,N,Yes,12
1037,Sissie,Rielly,F,95,08-08-1956,64,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10
1040,Jacenta,Wedlock,F,78,04-03-1975,45,Food Chemist,Health,High Net Worth,N,No,9
1042,Isacco,Woodwind,M,0,14-01-1976,44,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11
1043,Giorgi,Hurford,M,34,20-10-1986,34,Sales Associate,Financial Services,Mass Customer,N,Yes,16
1047,Standford,Tanswill,M,39,03-09-1978,42,VP Accounting,Financial Services,Affluent Customer,N,No,11
1049,Fraser,Gaenor,M,35,02-03-1996,24,Software Consultant,Property,Mass Customer,N,No,2
1050,Marjie,Ghion,F,7,29-07-1973,47,Software Consultant,Telecommunications,Mass Customer,N,Yes,15
1051,Xylia,Lange,F,34,29-09-1977,43,Help Desk Technician,Property,High Net Worth,N,Yes,14
1052,Dela,Flannigan,F,31,02-02-1986,34,Junior Executive,Financial Services,High Net Worth,N,No,3
1054,Natal,Matiewe,M,27,09-08-1983,37,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13
1055,Danell,Rose,F,30,08-06-1988,32,Data Coordiator,Manufacturing,Mass Customer,N,No,12
1056,Kendricks,Markel,M,96,18-12-1966,53,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6
1057,Laryssa,Durdle,F,73,06-04-1969,51,Registered Nurse,Health,Mass Customer,N,No,5
1058,Gretel,Gionettitti,F,37,24-10-1987,33,Research Assistant IV,Retail,Affluent Customer,N,Yes,4
1059,Chantal,Plante,F,68,16-02-1968,52,Account Representative III,Entertainment,High Net Worth,N,Yes,6
1060,Vanda,Boadby,F,88,23-11-1961,59,Associate Professor,Argiculture,Affluent Customer,N,Yes,13
1061,Anderson,,M,34,07-11-1988,32,Speech Pathologist,Financial Services,Mass Customer,N,No,19
1063,Terrence,Geck,M,22,01-03-1987,33,Actuary,Financial Services,Affluent Customer,N,Yes,13
1064,Thornie,Andrusov,M,3,13-06-1977,43,Librarian,Entertainment,Affluent Customer,N,Yes,8
1065,Chilton,Ghirigori,M,8,27-06-1962,58,Quality Engineer,Financial Services,Mass Customer,N,Yes,8
1066,Hailey,Ricciardi,M,45,06-10-1995,25,Recruiter,Telecommunications,High Net Worth,N,No,12
1067,Berri,Cotillard,F,13,17-05-1965,55,Engineer IV,Financial Services,Mass Customer,N,Yes,13
1069,Reese,Titterington,M,85,15-04-1976,44,Web Designer I,Telecommunications,Mass Customer,N,No,15
1072,Curt,Petrello,M,60,01-06-1957,63,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1075,Cullin,Elcoate,M,26,25-07-1967,53,Administrative Officer,Manufacturing,High Net Worth,N,No,7
1076,Siegfried,Trattles,M,33,06-06-2000,20,Pharmacist,Health,Affluent Customer,N,No,2
1078,Abe,Pilley,M,69,05-06-1976,44,Executive Secretary,Manufacturing,Mass Customer,N,No,20
1079,Dennie,L' Anglois,M,70,03-01-1978,42,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18
1080,Monah,Talbot,F,70,26-12-1999,20,Speech Pathologist,Property,Mass Customer,N,Yes,2
1081,Marga,Cradduck,F,25,21-10-1985,35,Social Worker,Health,Mass Customer,N,No,16
1084,Serena,Jagson,F,54,18-05-1994,26,Accounting Assistant I,Retail,Affluent Customer,N,No,8
1085,Lucho,Strafen,M,4,12-09-1975,45,Internal Auditor,Health,Mass Customer,N,No,8
1086,Ezechiel,Parnall,M,84,21-06-1989,31,Statistician IV,Property,Mass Customer,N,Yes,4
1087,Lian,Madrell,F,39,18-09-1979,41,Financial Analyst,Financial Services,Mass Customer,N,Yes,8
1089,Korney,Hess,F,90,17-09-1988,32,Product Engineer,Property,Affluent Customer,N,No,12
1090,Lorettalorna,,F,15,15-07-1975,45,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17
1092,Katlin,Creddon,F,56,22-08-1935,85,VP Quality Control,Retail,Mass Customer,N,No,5
1094,Shaughn,Salters,M,48,27-12-1975,44,Dental Hygienist,Health,High Net Worth,N,No,19
1095,Emelda,Gerler,F,2,29-08-1958,62,Project Manager,Health,Mass Customer,N,No,6
1096,Jakie,Mungham,M,33,29-11-1969,51,Software Test Engineer I,Health,High Net Worth,N,No,14
1097,Gwenora,Grabbam,F,71,31-01-1968,52,Engineer II,Financial Services,Mass Customer,N,Yes,18
1098,Maure,Crow,F,99,01-02-1989,31,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12
1099,Jarrett,Maffia,M,12,13-01-1975,45,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11
1100,Cord,Braundt,M,59,02-01-1983,37,Engineer I,Manufacturing,Mass Customer,N,No,15
1102,Stephana,Puzey,F,16,17-08-1976,44,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15
1103,Glynnis,Sailor,F,76,30-01-1978,42,Financial Advisor,Financial Services,High Net Worth,N,Yes,20
1104,Jewelle,Pincott,F,82,31-12-1959,60,Programmer III,Retail,Mass Customer,N,No,8
1106,Sibyl,Bigmore,F,2,17-12-1962,57,Software Consultant,Retail,Mass Customer,N,No,15
1107,Maridel,Whitby,F,70,17-07-1974,46,Social Worker,Health,High Net Worth,N,No,18
1108,Ginnie,Farriar,F,86,06-03-1962,58,Dental Hygienist,Health,Mass Customer,N,No,17
1109,Nestor,Billingsley,M,21,01-09-1989,31,Web Developer II,Entertainment,High Net Worth,N,No,6
1110,Lazar,Cherryman,M,73,17-03-1991,29,Information Systems Manager,Retail,High Net Worth,N,No,12
1113,Dorie,Willock,M,45,24-06-1992,28,Recruiter,Property,Mass Customer,N,No,6
1114,Evonne,Southan,F,96,03-06-1976,44,Structural Engineer,Retail,Mass Customer,N,No,14
1116,Tori,Coche,F,59,26-06-1974,46,Assistant Manager,Health,Mass Customer,N,Yes,16
1118,Colline,Coulman,F,95,19-12-1975,44,Sales Representative,Retail,Mass Customer,N,Yes,9
1120,Jacquelyn,Rowlinson,F,87,31-08-1980,40,Web Developer IV,Retail,Affluent Customer,N,No,12
1121,Dione,Raithby,F,30,21-01-1984,36,Registered Nurse,Health,Mass Customer,N,Yes,3
1124,Eben,Threader,M,36,03-02-1965,55,Health Coach III,Health,Affluent Customer,N,Yes,9
1125,Raff,Everley,M,25,19-01-1990,30,Software Test Engineer III,IT,Affluent Customer,N,No,9
1127,Elly,Ormshaw,F,30,27-02-1991,29,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8
1128,Kirsten,Longman,F,47,12-04-1992,28,Financial Advisor,Financial Services,Mass Customer,N,Yes,8
1129,Hercule,,M,2,29-06-1977,43,VP Marketing,Entertainment,Mass Customer,N,Yes,9
1132,Coriss,Darkott,F,99,01-08-1985,35,Actuary,Financial Services,Affluent Customer,N,Yes,9
1134,Sullivan,Scullion,M,22,30-09-1994,26,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3
1135,Mireielle,Avrasin,F,60,03-05-1980,40,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11
1136,Ivan,Blackhall,M,72,31-08-1977,43,Executive Secretary,Property,High Net Worth,N,No,7
1138,Elli,Loxdale,F,77,21-09-1991,29,Statistician I,Retail,Mass Customer,N,Yes,5
1139,Shellysheldon,Wickey,M,52,15-09-1982,38,Editor,Manufacturing,Mass Customer,N,Yes,16
1142,Michal,Paiton,M,95,07-05-1998,22,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2
1143,Goraud,Boissieux,M,64,06-03-1955,65,Office Assistant IV,Health,Mass Customer,N,Yes,6
1144,Damon,Phelip,M,73,12-12-1996,23,Environmental Specialist,Health,High Net Worth,N,Yes,5
1146,Hadleigh,Birley,M,88,31-08-1992,28,Assistant Professor,Financial Services,High Net Worth,N,No,8
1147,Tate,Studholme,M,71,09-07-1968,52,Health Coach II,Entertainment,High Net Worth,N,Yes,9
1148,Inigo,Ojeda,M,60,28-09-1987,33,Statistician IV,Financial Services,High Net Worth,N,No,5
1150,Bernelle,Warwick,F,64,26-09-1975,45,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13
1151,Brena,Amburgy,F,27,06-04-1965,55,VP Product Management,Argiculture,High Net Worth,N,Yes,19
1152,Humfrid,Ducket,M,47,23-06-1998,22,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3
1153,Mirilla,Lothlorien,F,53,17-01-1995,25,Desktop Support Technician,Health,Mass Customer,N,Yes,3
1154,Chase,Youd,M,26,24-11-1974,46,Research Nurse,Health,Mass Customer,N,Yes,20
1155,Janetta,Hartrick,F,73,15-01-1994,26,VP Marketing,Property,Mass Customer,N,Yes,9
1156,Breena,Risebrow,F,22,16-10-1997,23,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1
1157,Saunder,Camerati,M,69,03-04-1974,46,Research Nurse,Health,Affluent Customer,N,Yes,17
1159,Elbert,Bridgement,M,94,28-01-1993,27,Librarian,Entertainment,Mass Customer,N,No,1
1160,Trisha,Nisuis,F,98,08-04-1965,55,Speech Pathologist,IT,Affluent Customer,N,No,10
1161,Sibylle,Cutsforth,F,86,14-01-1977,43,Senior Quality Engineer,Retail,Mass Customer,N,No,15
1163,Manolo,Dwire,M,77,13-11-1981,39,Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1164,Gilligan,Mowat,F,97,09-01-1977,43,Food Chemist,Health,Mass Customer,N,Yes,17
1165,Fanni,Wakelin,F,58,23-06-1993,27,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2
1166,Fannie,Devil,F,40,05-12-1972,48,Quality Control Specialist,Health,Affluent Customer,N,No,8
1167,Elberta,Crickett,F,20,03-06-1996,24,Software Test Engineer III,Health,Mass Customer,N,No,4
1168,Iosep,Shaddick,M,44,16-02-1965,55,Pharmacist,Health,Affluent Customer,N,No,18
1169,Kessiah,Corden,F,33,09-08-1967,53,Actuary,Financial Services,Mass Customer,N,Yes,13
1170,Lari,Rotte,F,62,30-11-1964,56,Assistant Professor,IT,Mass Customer,N,Yes,4
1173,Gertie,Chaim,F,58,02-03-1978,42,Statistician IV,Retail,High Net Worth,N,No,16
1177,Bobbette,Pozzi,F,47,31-08-1953,67,Food Chemist,Health,Affluent Customer,N,Yes,6
1178,Angelo,Byne,M,1,26-05-1970,50,Pharmacist,Health,Mass Customer,N,No,13
1179,Kerry,Pashenkov,M,56,15-08-1988,32,Media Manager IV,Financial Services,High Net Worth,N,Yes,13
1180,Gaye,Quickenden,F,48,17-08-1975,45,Account Representative I,Financial Services,Affluent Customer,N,No,10
1181,Brita,Plant,F,2,06-06-1978,42,Tax Accountant,Argiculture,Mass Customer,N,No,8
1182,Carolann,Ottiwill,F,84,11-01-1975,45,Data Coordiator,IT,Mass Customer,N,Yes,7
1184,Auberta,Teodori,F,89,07-10-1968,52,Social Worker,Health,Mass Customer,N,No,13
1186,Brantley,Cecchi,M,70,28-05-1977,43,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20
1189,Mart,Bazoche,M,22,29-08-1988,32,Geologist I,Health,High Net Worth,N,Yes,8
1190,Sib,Gilby,F,67,07-09-1968,52,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10
1192,Hollyanne,McCarter,F,31,12-12-1969,50,VP Quality Control,Manufacturing,Mass Customer,N,No,16
1193,Quintus,Whear,M,58,21-01-1986,34,Safety Technician I,Retail,High Net Worth,N,No,5
1194,Audry,Scurrey,F,69,25-03-1992,28,Junior Executive,Telecommunications,Affluent Customer,N,No,3
1195,Ally,Folliott,F,0,22-03-1978,42,VP Marketing,Telecommunications,Mass Customer,N,No,18
1196,Phillie,Bradforth,F,23,19-03-1998,22,Research Nurse,Health,Mass Customer,N,No,2
1197,Isobel,Lampett,F,44,16-10-1997,23,Professor,Financial Services,High Net Worth,N,Yes,5
1198,Alina,Rickson,F,73,30-09-1973,47,Sales Representative,Retail,High Net Worth,N,No,7
1199,Ludovico,Bertot,M,7,14-06-1958,62,VP Accounting,Financial Services,Affluent Customer,N,Yes,5
1200,Hedda,Lathom,F,38,30-04-1974,46,Librarian,Entertainment,High Net Worth,N,No,18
1202,Rollie,,M,90,26-02-1992,28,Sales Representative,Retail,Mass Customer,N,Yes,8
1203,Claresta,Carnier,F,38,06-05-1988,32,Technical Writer,Health,Affluent Customer,N,No,22
1204,Trudy,Huffy,F,12,24-03-1971,49,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16
1205,Barton,Baudts,M,38,05-06-1978,42,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13
1206,Lucina,Metcalf,F,13,07-05-1978,42,Paralegal,Financial Services,Mass Customer,N,No,13
1207,Mabel,Marousek,F,30,25-09-1997,23,Engineer IV,Health,Mass Customer,N,No,1
1208,Lira,Durn,F,23,26-12-1983,36,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15
1209,Jacky,Jerosch,M,40,06-09-1977,43,Senior Developer,Property,High Net Worth,N,Yes,11
1211,Gunar,Petasch,M,45,23-07-1978,42,VP Sales,Financial Services,Affluent Customer,N,Yes,14
1212,Cindy,Freeborn,F,28,24-10-1968,52,Legal Assistant,Property,Affluent Customer,N,No,13
1214,Martino,Shalcros,M,0,01-05-1989,31,Internal Auditor,Property,High Net Worth,N,No,15
1215,Dyann,Turbard,F,79,26-02-1967,53,VP Quality Control,Manufacturing,Mass Customer,N,No,11
1216,Frank,Vallerine,F,15,25-06-1959,61,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10
1217,Dulcinea,Janssen,F,67,19-08-1968,52,Structural Engineer,Manufacturing,High Net Worth,N,No,16
1221,Byrom,Draisey,M,75,25-09-1995,25,VP Product Management,Health,High Net Worth,N,Yes,14
1222,Barbey,Ville,F,83,01-11-1970,50,Account Executive,Property,Mass Customer,N,No,19
1223,Kristyn,,F,19,05-01-1965,55,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16
1224,Aundrea,Reisenberg,F,9,04-04-1977,43,Junior Executive,Manufacturing,Mass Customer,N,No,16
1225,Arte,Witchell,M,5,22-01-1988,32,Clinical Specialist,Health,Mass Customer,N,Yes,10
1226,Constantia,Sirr,F,32,16-03-1981,39,Director of Sales,Health,Mass Customer,N,Yes,13
1227,Carlina,Pencot,F,63,30-09-1989,31,Software Engineer I,IT,Affluent Customer,N,Yes,12
1228,Marti,Bisterfeld,F,43,27-04-1962,58,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6
1229,Sebastian,Trass,M,38,08-01-2000,20,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1
1231,Aloisia,Shawel,F,94,28-07-1973,47,Social Worker,Health,Affluent Customer,N,No,18
1232,Stillmann,Wilfling,M,83,12-09-1959,61,Help Desk Operator,Property,Affluent Customer,N,No,20
1235,Sharon,Cranage,F,24,28-02-1969,51,Dental Hygienist,Health,Mass Customer,N,No,9
1236,Bryanty,Megarrell,M,75,21-05-1974,46,Web Designer IV,Financial Services,High Net Worth,N,Yes,18
1237,Junia,Humerstone,F,6,31-12-1969,50,Research Nurse,Health,High Net Worth,N,No,16
1240,Pen,Earey,F,64,13-05-1965,55,Sales Associate,Manufacturing,Mass Customer,N,Yes,19
1241,Lolly,Junkison,F,23,22-03-1986,34,Pharmacist,Health,Affluent Customer,N,Yes,11
1242,Bartholomeo,Meeke,M,36,04-02-1973,47,Human Resources Assistant III,Property,High Net Worth,N,Yes,18
1243,Robbert,Blakey,M,73,09-08-1953,67,Research Assistant II,Retail,Mass Customer,N,No,8
1245,Erin,Shawell,M,34,31-05-1994,26,Product Engineer,Manufacturing,Affluent Customer,N,No,1
1247,Hildagarde,Eyrl,F,15,05-10-1960,60,Geologist I,Entertainment,Affluent Customer,N,No,11
1250,Jacklyn,Kewley,F,42,02-11-2001,19,Help Desk Technician,Manufacturing,Mass Customer,N,No,1
1251,Codie,Arnecke,M,63,01-10-1997,23,Desktop Support Technician,Property,Mass Customer,N,No,2
1252,Les,Ellwood,M,46,16-01-1965,55,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14
1253,Mahalia,,F,81,19-08-1996,24,Research Assistant I,Manufacturing,Mass Customer,N,No,5
1254,Quillan,McDuffie,M,60,18-12-1958,61,Graphic Designer,Retail,Mass Customer,N,Yes,5
1256,Granny,Lukes,M,8,11-05-1986,34,Food Chemist,Health,High Net Worth,N,No,9
1257,Prentiss,MacVicar,M,40,19-06-1972,48,Assistant Professor,Property,Affluent Customer,N,Yes,9
1258,Nefen,Ferriere,M,89,21-04-1978,42,Geological Engineer,Manufacturing,Mass Customer,N,No,6
1259,Emmi,Dymock,F,23,24-11-1973,47,Assistant Professor,Financial Services,Mass Customer,N,No,9
1260,Fremont,Spawton,M,92,01-10-1989,31,Tax Accountant,Property,Mass Customer,N,No,9
1261,Candice,Lohde,F,61,16-02-1971,49,Legal Assistant,Manufacturing,Mass Customer,N,No,4
1263,Elliot,Posselow,M,41,16-06-1973,47,Nurse,Manufacturing,Affluent Customer,N,No,8
1265,Kipper,Monck,M,72,22-07-1987,33,Biostatistician I,Property,Mass Customer,N,Yes,2
1266,Harry,,M,68,02-05-1978,42,Human Resources Manager,Health,Mass Customer,N,Yes,10
